#Name	Brake.Hyd.Sys.pMC	Car.Distance	Car.Fr1.rx	Car.Fr1.ry	Car.Fr1.rz	Car.Fr1.tx	Car.Fr1.ty	Car.Fr1.tz	Car.Gen.ax_1	Car.Gen.ay_1	Car.Gen.vx_1	Car.Pitch	Car.Roll	Car.SideSlipAngle	Car.Yaw	Car.YawRate	Car.ax	Car.ay	Car.tx	Car.ty	Car.v	Car.vFL	Car.vFR	Car.vRL	Car.vRR	DM.Brake	DM.Clutch	DM.Gas	DM.GearNo	DM.Long.StepDist	DM.ManNo	DM.Steer.Ang	DM.Steer.Trq	Driver.Brake	Driver.Gas	Driver.Steer.Ang	PT.Engine.rotv	PwrD.Tire.CambDeflFL	PwrD.Tire.CambDeflFR	PwrD.Tire.LatSlipFL	PwrD.Tire.LatSlipFR	PwrD.Tire.LongSlipFL	PwrD.Tire.LongSlipFR	PwrD.Tire.RollResistFL	PwrD.Tire.RollResistFR	PwrD.Tire.ToeSlipFL	PwrD.Tire.ToeSlipFR	PwrD.Tire.TotalFL	PwrD.Tire.TotalFR	PwrL.Aero	PwrL.Brake	PwrL.PT	PwrL.Tire	PwrL.Total	PwrS.Aero	PwrS.Brake	PwrS.PT	PwrS.Tire	PwrS.Total	Steer.WhlAng	Time	Vhcl.Fr1.x	Vhcl.Fr1.y	Vhcl.v
#Unit	bar	m	rad	rad	rad	m	m	m	m/s^2	m/s^2	m/s	rad	rad	rad	rad	rad/s	m/s^2	m/s^2	m	m	m/s	m/s	m/s	m/s	m/s	-	-	-	-	m	-	rad	Nm	-	-	rad	rad/s	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	rad	s	m	m	m/s
#nStates	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	         32.746226	         334.14519	      0.0054370059	     -0.0040257309	         1.1568317	         12.771324	         287.25743	      -0.049489311	       0.089864765	          6.999486	         16.695603	     -0.0040257309	      0.0054370059	      -0.020950092	         1.1568317	        0.46462082	        0.10003721	         6.9680585	         13.044924	         287.87863	         16.699262	         20.805538	         17.549168	         16.279839	          16.83071	        0.21830817	                 0	                 0	                 0	         334.12849	               -99	        0.34572372	         1.8658823	        0.21830817	                 0	        0.34572372	                 0	                -0	                 0	         16.168378	         330.37491	         2263.1719	         340.48605	         714.01618	         1032.0249	     -0.0036170515	        -2.8002956	         2992.5885	         1699.8357	         3025.3835	         28073.181	         3014.7795	         11036.594	         45150.065	                 0	                 0	        -44950.661	                 0	        -45133.366	        0.34572372	              22.6	         12.771324	         287.25743	         16.699262
	         20.907046	         337.47229	      0.0048597454	     -0.0059076267	         1.2455291	         14.097746	          290.3098	       -0.05143388	       -0.24451284	         7.2435316	         16.568722	     -0.0059076267	      0.0048597454	      -0.023081783	         1.2455291	        0.43183118	       -0.23694941	         7.2381466	         14.315049	         290.95263	         16.573326	         18.433808	         17.200959	         16.198968	         16.707629	        0.13938031	                 0	                 0	                 0	         337.45572	               -99	        0.28397148	         2.0716672	        0.13938031	                 0	        0.28397148	                 0	                 0	                 0	         20.222511	         254.32309	         915.12567	         156.42335	         503.16269	         944.88883	        0.15678617	       -0.42353557	         1438.5494	           1355.09	         2940.8466	         20380.316	          2865.008	         9329.4359	         35515.858	                 0	                 0	        -33167.631	                 0	        -35517.171	        0.28397148	              22.8	         14.097746	          290.3098	         16.573326
	         19.941181	         340.78303	      0.0052295091	     -0.0060346579	         1.3351654	         15.147616	         293.45062	      -0.051304868	        0.14928751	         7.4813523	          16.54112	     -0.0060346579	      0.0052295091	      -0.024355385	         1.3351654	        0.46364307	        0.15848594	         7.4778313	         15.306548	         294.11031	         16.546107	         18.730415	         17.287764	         16.158196	         16.709816	        0.13294121	                 0	                 0	                 0	         340.76649	               -99	        0.29479261	         1.6555274	        0.13294121	                 0	        0.29479261	                 0	                -0	                -0	         18.165227	         247.86908	         1060.6163	         231.12008	          509.2091	          934.9878	        0.10633209	       -0.23788658	          1588.149	         1413.8644	         2927.7832	         17119.235	         2885.4424	         9596.0655	         32528.572	                 0	                 0	        -32418.323	                 0	        -32528.237	        0.29479261	                23	         15.147616	         293.45062	         16.546107
	         20.310548	         344.09245	      0.0048496542	     -0.0057462449	         1.4263217	         15.912043	         296.67143	      -0.050965331	        0.24815053	         7.2869825	            16.546	     -0.0057462449	      0.0048496542	      -0.024973883	         1.4263217	         0.4322876	        0.25623415	         7.3033255	         16.010193	         297.34291	         16.551267	         18.844805	         17.253539	          16.17922	         16.695276	        0.13540366	                 0	                 0	                 0	          344.0759	               -99	        0.22971132	         1.4857123	        0.13540366	                 0	        0.22971132	                 0	                -0	                 0	         10.093624	         178.02174	         1170.2318	         222.82658	         545.55208	         907.51097	       0.076892981	       -0.44338592	         1726.0976	          1307.796	         2930.8435	         17260.468	         2889.9159	         9640.9451	         32722.196	                 0	                 0	        -33133.046	                 0	        -32722.573	        0.22971132	              23.2	         15.912043	         296.67143	         16.551267
	           23.1252	         347.40496	      0.0036333051	     -0.0057264955	         1.5025564	          16.38427	          299.9507	      -0.051234179	         0.2572503	         5.8421932	         16.572365	     -0.0057264955	      0.0036333051	      -0.020385315	         1.5025564	        0.32022021	        0.26164674	         5.8720588	         16.430852	          300.6277	         16.575975	         18.356481	         17.163093	         16.279694	         16.654736	          0.154168	                 0	                 0	                 0	         347.38838	               -99	        0.13543669	         1.3694365	          0.154168	                 0	        0.13543669	                 0	                -0	                -0	          3.060274	         91.545562	         1013.8203	         189.91959	         596.60745	         854.42885	       0.071989922	       -0.62028645	         1613.8515	         1135.0896	         2944.2011	         18841.764	          2858.811	         9019.9483	         33664.811	                 0	                 0	        -34456.003	                 0	        -33663.127	        0.13543669	              23.4	          16.38427	          299.9507	         16.575975
	         26.209677	          350.7229	      0.0017641748	     -0.0055065277	         1.5511682	         16.608283	         303.26122	      -0.051195772	      -0.071985515	         3.3100284	         16.596056	     -0.0055065277	      0.0017641748	      -0.012258379	         1.5511682	        0.16204409	      -0.070567383	         3.3456232	         16.621714	          303.9397	         16.597525	         17.076314	         17.040254	         16.400399	         16.581858	        0.17473118	                 0	                 0	                 0	          350.7063	               -99	       0.034063725	         0.7991383	        0.17473118	                 0	       0.034063725	                 0	                -0	                 0	         0.8869725	         25.797364	         288.31584	         149.45215	         652.65643	         779.04212	      -0.093673241	       -0.55956831	          941.8971	         953.31005	         2957.9252	         21398.097	         2785.8628	         7731.1484	         34873.177	                 0	                 0	        -34178.079	                 0	        -34869.832	       0.034063725	              23.6	         16.608283	         303.26122	         16.597525
	         23.517592	          354.0379	     0.00023807338	     -0.0058593176	         1.5676379	         16.676126	         306.57555	      -0.051524276	      -0.058160911	        0.74835232	         16.556626	     -0.0058593176	     0.00023807338	     -0.0042789615	         1.5676379	      0.0085625002	      -0.058274619	        0.77707407	         16.678242	         307.25414	         16.557068	         16.985734	         17.012926	         16.457858	         16.467506	        0.15678395	                 0	                 0	                 0	         354.02134	               -99	      -0.046872362	       -0.20350329	        0.15678395	                 0	      -0.046872362	                 0	                 0	                 0	         13.733085	          2.850853	         195.89176	         205.42738	         702.28611	         683.54803	       -0.36999235	       -0.17407997	         911.80354	         891.53709	         2933.3141	         19819.557	         2780.3931	         7448.1208	         32981.487	                 0	                 0	        -32617.802	                 0	        -32981.431	      -0.046872362	              23.8	         16.676126	         306.57555	         16.557068
	         23.809224	         357.34905	    -0.00077143011	      -0.005770988	         1.5585908	         16.692939	         309.88665	      -0.051363807	      -0.010313496	        -1.0336321	         16.554976	      -0.005770988	    -0.00077143011	      0.0021968637	         1.5585908	      -0.085030802	     -0.0099798643	        -1.0220252	         16.701121	          310.5652	          16.55528	         17.017854	         17.006812	         16.507952	         16.416458	        0.15872816	                 0	                 0	                 0	         357.33249	               -99	      -0.070183916	       -0.46573995	        0.15872816	                 0	      -0.070183916	                 0	                 0	                -0	         23.957971	        0.47984268	         187.38453	         234.29176	         740.92345	         651.12334	       -0.46677686	       -0.07291835	         951.87424	         885.75372	          2933.765	         19687.212	          2781.595	         7460.1288	         32862.726	                 0	                 0	        -32795.981	                 0	        -32861.937	      -0.070183916	                24	         16.692939	         309.88665	          16.55528
	         23.681557	         360.65981	     -0.0010132639	     -0.0057732814	         1.5387928	         16.739045	         313.19713	      -0.051329625	     -0.0050340602	        -1.5926235	         16.551827	     -0.0057732814	     -0.0010132639	      0.0049670105	         1.5387928	       -0.10071125	     -0.0046070946	          -1.59663	         16.760661	         313.87539	         16.552302	         17.021857	          16.99544	         16.511165	         16.403886	        0.15787705	                 0	                 0	                 0	         360.64326	               -99	      -0.050947749	       -0.40089458	        0.15787705	                 0	      -0.050947749	                 0	                 0	                -0	         20.284607	         1.0595151	         186.51044	         234.66079	         740.28148	         649.90856	       -0.42920971	       -0.10502674	         946.58685	         885.57112	         2931.6855	         19623.449	         2778.2923	         7489.9232	         32823.351	                 0	                 0	        -32747.617	                 0	        -32823.181	      -0.050947749	              24.2	         16.739045	         313.19713	         16.552302
	          23.70981	         363.97011	    -0.00050231507	     -0.0057805666	         1.5227759	         16.847585	         316.50567	      -0.051376855	     -0.0026237455	         -1.002421	         16.550531	     -0.0057805666	    -0.00050231507	      0.0041021787	         1.5227759	      -0.049452883	     -0.0025138074	        -1.0196576	         16.880137	         317.18349	         16.550944	         17.015905	         16.985893	         16.484155	         16.430359	         0.1580654	                 0	                 0	                 0	         363.95356	               -99	      0.0016810025	      -0.046616357	         0.1580654	                 0	      0.0016810025	                 0	                 0	                -0	         7.7740345	         6.9776478	         200.12516	         214.88171	         707.05486	         682.81834	       -0.28778401	        -0.2617935	         914.52461	         904.55259	          2930.916	         19603.124	         2775.9812	         7456.7512	         32766.799	                 0	                 0	        -32722.238	                 0	        -32766.358	      0.0016810025	              24.4	         16.847585	         316.50567	         16.550944
	          23.65452	         367.28013	     0.00055390997	     -0.0057763208	         1.5226382	         17.004422	         319.81196	      -0.051382935	      -0.013082564	        0.48474332	         16.548728	     -0.0057763208	     0.00055390997	      0.0001707226	         1.5226382	       0.053079184	      -0.012962519	        0.46060872	         17.037191	         320.48978	         16.549005	         17.014069	         16.996466	         16.428289	         16.483705	         0.1576968	                 0	                 0	                 0	         367.26358	               -99	       0.072561027	        0.47927916	         0.1576968	                 0	       0.072561027	                 0	                 0	                -0	        0.25188727	         25.789767	         230.65387	         188.98788	         653.01871	         737.02297	      -0.056594163	       -0.47332646	           883.705	         951.48774	         2929.9837	         19591.385	         2777.2077	         7447.7762	         32746.409	                 0	                 0	        -32677.787	                 0	        -32745.755	       0.072561027	              24.6	         17.004422	         319.81196	         16.549005
	          23.51317	         370.58968	      0.0014575623	      -0.005798739	         1.5433286	          17.15676	         323.11806	      -0.051380443	      0.0049481746	         2.0153953	         16.546327	      -0.005798739	      0.0014575623	      -0.005125476	         1.5433286	        0.14386153	      0.0058166688	         2.0029576	         17.175572	          323.7964	          16.54681	         17.027125	         17.030256	         16.374706	         16.528176	        0.15675447	                 0	                 0	                 0	         370.57314	               -99	        0.10481236	        0.74294933	        0.15675447	                 0	        0.10481236	                 0	                -0	                 0	        0.24380735	         40.057713	         265.97088	         180.48097	         619.00367	         771.76056	       0.050349174	       -0.54950038	         885.21701	         991.82129	         2928.7321	         19488.839	          2783.103	         7546.2653	         32746.958	                 0	                 0	        -32732.244	                 0	        -32746.561	        0.10481236	              24.8	          17.15676	         323.11806	          16.54681
	         23.579595	         373.89906	      0.0016055156	     -0.0057840274	          1.574835	         17.240087	         326.42648	       -0.05133189	       0.025879406	         2.5149732	         16.546535	     -0.0057840274	      0.0016055156	     -0.0079560381	          1.574835	        0.15601915	       0.026916988	         2.5218295	         17.237501	         327.10509	         16.547314	         17.015863	          17.03898	         16.365211	          16.53427	         0.1571973	                 0	                 0	                 0	         373.88251	               -99	       0.077263618	        0.62275688	         0.1571973	                 0	       0.077263618	                 0	                -0	                 0	       0.021168366	         31.034635	         265.83287	         182.29478	         624.61808	         766.03993	      -0.012838058	       -0.49882309	         890.52681	         978.80895	         2929.0578	         19491.803	         2782.9737	         7591.3355	         32795.172	                 0	                 0	        -32831.064	                 0	        -32794.962	       0.077263618	                25	         17.240087	         326.42648	         16.547314
	         23.777859	         377.20871	     0.00082468744	     -0.0057645697	           1.59974	         17.223028	         329.73614	      -0.051375285	      0.0069988442	         1.6015126	         16.548258	     -0.0057645697	     0.00082468744	     -0.0063790955	           1.59974	        0.07980881	      0.0072915307	         1.6258599	         17.203432	         330.41447	         16.548865	         16.980389	         17.023719	         16.411146	         16.496269	        0.15851906	                 0	                 0	                 0	         377.19216	               -99	      0.0030481599	        0.11742953	        0.15851906	                 0	      0.0030481599	                 0	                -0	                 0	         5.7245089	         9.4836633	         223.27513	         196.74019	          672.4093	         717.85211	       -0.23842724	       -0.31751221	         901.34489	         923.55077	         2929.8031	         19634.906	         2780.5936	         7497.5117	         32842.865	                 0	                 0	         -32813.64	                 0	        -32842.467	      0.0030481599	              25.2	         17.223028	         329.73614	         16.548865
	         23.698823	         380.51832	     -0.0006066567	     -0.0057881661	         1.6023619	         17.129877	         333.04444	      -0.051423891	      -0.019127203	       -0.45281623	         16.546479	     -0.0057881661	     -0.0006066567	    -0.00084304288	         1.6023619	      -0.059478791	       -0.01898766	        -0.4200183	         17.108338	          333.7227	         16.546762	         16.994349	          17.02001	         16.484447	          16.42275	        0.15799216	                 0	                 0	                 0	         380.50178	               -99	      -0.091613879	       -0.59105932	        0.15799216	                 0	      -0.091613879	                 0	                -0	                 0	         32.289278	     -0.0013331388	         186.83711	         236.59152	          745.7075	         644.29853	       -0.51554626	     -0.0024123997	         964.54587	         880.65566	         2928.7418	         19649.199	         2781.0929	         7457.4205	         32816.562	                 0	                 0	        -32718.177	                 0	        -32815.687	      -0.091613879	              25.4	         17.129877	         333.04444	         16.546762
	         23.061647	         383.82726	     -0.0019177638	     -0.0058120502	         1.5763431	          17.03453	         336.35207	      -0.051390976	       0.022817702	        -2.6067185	         16.542854	     -0.0058120502	     -0.0019177638	      0.0064386563	         1.5763431	       -0.18911807	        0.02432058	        -2.5872404	          17.03053	         337.03067	         16.543455	         17.048578	          17.06196	         16.548617	         16.345959	        0.15374432	                 0	                 0	                 0	         383.81071	               -99	       -0.14421491	       -0.99712276	        0.15374432	                 0	       -0.14421491	                 0	                 0	                 0	         60.456875	         2.4391431	         177.86804	         298.26768	         798.01559	         593.01739	         -0.611637	        0.15701677	         1035.8487	         893.78983	         2926.9067	         19228.067	         2785.6148	         7633.3519	         32573.986	                 0	                 0	        -32642.902	                 0	         -32573.62	       -0.14421491	              25.6	          17.03453	         336.35207	         16.543455
	         24.388882	         387.13615	     -0.0023536066	     -0.0057885612	         1.5329812	         17.026651	         339.66115	      -0.051313737	     -0.0015213891	        -3.5934686	         16.542807	     -0.0057885612	     -0.0023536066	       0.010955542	         1.5329812	       -0.22733402	     0.00068938288	        -3.5956321	         17.052068	         340.33928	         16.544033	         17.056052	         17.051616	         16.570187	         16.315974	        0.16259255	                 0	                 0	                 0	          387.1196	               -99	       -0.12712128	        -1.0056525	        0.16259255	                 0	       -0.12712128	                 0	                 0	                -0	         57.198832	         1.7863997	         169.36182	          305.9374	         808.18981	         589.96001	       -0.58473954	        0.13535864	         1034.1432	         897.86456	           2927.42	         19713.182	         2780.1439	         7755.0435	          33175.79	                 0	                 0	        -32948.487	                 0	        -33175.434	       -0.12712128	              25.8	         17.026651	         339.66115	         16.544033
	         28.192463	         390.44268	     -0.0018249633	     -0.0057311737	         1.4915986	         17.158403	         342.96516	      -0.051289658	        -0.3008491	         -3.057948	         16.510907	     -0.0057311737	     -0.0018249633	       0.010543725	         1.4915986	       -0.17307821	        -0.2995193	        -3.0777133	         17.211943	          343.6417	         16.512068	         16.950773	         16.883171	         16.501461	         16.310166	        0.18794976	                 0	                 0	                 0	         390.42616	               -99	      -0.062712229	        -0.6195576	        0.18794976	                 0	      -0.062712229	                 0	                 0	                -0	         28.665582	        0.11978885	         140.80151	         208.95604	         777.09554	         629.93334	       -0.49924114	      -0.034603936	         945.86532	         839.09927	         2910.7399	         22031.281	         2764.3994	         7548.3007	         35254.753	                 0	                 0	        -33284.535	                 0	        -35254.064	      -0.062712229	                26	         17.158403	         342.96516	         16.512068
	         39.146552	         393.73386	    -0.00059357065	     -0.0057228125	         1.4683041	         17.419818	         346.24584	      -0.051312988	        -1.2947475	        -1.3177532	         16.367351	     -0.0057228125	    -0.00059357065	      0.0060184408	         1.4683041	      -0.052241965	        -1.2946136	        -1.3481418	          17.48926	         346.92108	         16.367908	         16.635767	         16.580912	         16.280685	         16.226381	        0.26097701	                 0	                 0	                 0	         393.71749	               -99	       0.023128282	       0.077780685	        0.26097701	                 0	       0.023128282	                 0	                 0	                -0	         4.6631461	         9.1053346	         75.730202	         77.718138	         726.38347	         710.83448	       -0.25617291	       -0.34641908	         806.17878	         797.43654	          2836.058	         29183.086	         2734.7884	         7144.7788	         41898.802	                 0	                 0	        -34295.263	                 0	        -41897.671	       0.023128282	              26.2	         17.419818	         346.24584	         16.367908
	         45.385331	         396.97404	     0.00094007543	      -0.005718517	         1.4726837	         17.746339	         349.46916	      -0.051149869	        -2.1465193	         1.0335073	          16.00833	      -0.005718517	     0.00094007543	    -0.00076092714	         1.4726837	        0.09749329	        -2.1461402	         1.0003859	         17.813021	         350.14504	         16.008589	         16.133519	         16.201175	         15.834608	          15.93777	        0.30256887	                 0	                 0	                 0	         396.95804	               -99	        0.11206562	        0.87218947	        0.30256887	                 0	        0.11206562	                 0	                 0	                 0	         1.0217247	         35.899677	          43.60499	         27.443379	         648.10594	         784.39529	        0.12126059	       -0.54201632	         692.55647	         847.38498	         2654.1504	         34595.512	         2693.8011	         6872.0237	         46815.621	                 0	                 0	         -34595.72	                 0	        -46815.025	        0.11206562	              26.4	         17.746339	         349.46916	         16.008589
	         46.892502	          400.1295	      0.0024431882	     -0.0056943354	         1.5073342	         18.045616	         352.61005	      -0.050893381	        -2.4144732	         3.3521579	         15.537374	     -0.0056943354	      0.0024431882	     -0.0078104511	         1.5073342	         0.2452423	        -2.4119357	         3.3228117	         18.089033	          353.2883	         15.538061	         15.580365	         15.795658	         15.268736	         15.538077	        0.31261668	                 0	                 0	                 0	         400.11396	               -99	        0.19705641	         1.5220052	        0.31261668	                 0	        0.19705641	                 0	                 0	                 0	         10.725398	          77.22847	         42.361986	         18.541191	         563.81999	         829.15506	        0.42409073	       -0.45282084	         617.11138	         924.62653	         2427.4735	         36096.718	         2650.2977	         6822.6723	          47997.27	                 0	                 0	        -34554.981	                 0	        -47996.786	        0.19705641	              26.6	         18.045616	         352.61005	         15.538061
	           41.0449	         403.18999	      0.0036988324	     -0.0056746192	         1.5694563	         18.226659	         355.66514	      -0.050618355	        -1.9015784	         5.2659341	         15.083068	     -0.0056746192	      0.0036988324	      -0.013838281	         1.5694563	        0.37239124	         -1.895658	          5.240287	         18.228022	         356.34523	          15.08467	          15.17741	         15.469064	         14.729061	         15.157267	        0.27363267	                 0	                 0	                 0	          403.1749	               -99	        0.28435171	         1.9463297	        0.27363267	                 0	        0.28435171	                 0	                 0	                 0	         24.082312	         131.45101	         90.940085	         37.008652	          479.6471	         841.49255	        0.59712265	       -0.13244316	         595.11275	          1010.001	         2221.0727	         32381.907	         2613.8434	         6977.5128	         44194.417	                 0	                 0	        -33689.245	                 0	        -44193.223	        0.28435171	              26.8	         18.226659	         355.66514	          15.08467
	          34.14302	         406.17348	      0.0047819162	     -0.0057127763	         1.6555116	         18.215302	         358.64911	      -0.050428542	        -1.0209371	          6.836485	         14.777499	     -0.0057127763	      0.0047819162	      -0.019124141	         1.6555116	        0.48510204	        -1.0109131	         6.8140755	         18.158301	         359.32711	         14.780299	         15.171631	         15.336654	         14.358807	         14.933441	        0.22762014	                 0	                 0	                 0	          406.1587	               -99	        0.37377454	         2.1240836	        0.22762014	                 0	        0.37377454	                 0	                 0	                 0	         33.307147	         202.66692	         255.87057	          91.28987	         410.57626	         844.81155	        0.52105873	        0.29934701	         700.17231	          1139.219	         2088.7776	         26439.401	         2604.8942	         7423.7235	         38556.856	                 0	                 0	        -32632.658	                 0	        -38555.589	        0.37377454	                27	         18.215302	         358.64911	         14.780299
	         29.124688	         409.10984	      0.0056568678	     -0.0057401411	         1.7620837	         17.950268	         361.57455	      -0.050210746	       -0.56003601	          8.071089	         14.592955	     -0.0057401411	      0.0056568678	      -0.024125518	         1.7620837	        0.57412216	       -0.54593691	         8.0561865	         17.821522	         362.24283	         14.597234	         15.642697	         15.301859	         14.120967	         14.811071	        0.19416459	                 0	                 0	                 0	         409.09524	               -99	        0.44225112	         1.9252657	        0.19416459	                 0	        0.44225112	                 0	                 0	                 0	          30.30555	         268.25647	         527.37683	         153.20871	         381.80352	         848.78805	        0.26478994	        0.63168723	         939.65113	         1270.9418	         2011.8735	         22731.739	         2624.7025	         8077.8157	         35446.172	                 0	                 0	         -31673.32	                 0	        -35446.147	        0.44225112	              27.2	         17.950268	         361.57455	         14.597234
	         25.368152	         412.01679	      0.0061514971	     -0.0057726867	         1.8820738	         17.382641	         364.42711	      -0.050048085	       -0.18154469	         8.7287172	         14.478162	     -0.0057726867	      0.0061514971	      -0.028201164	         1.8820738	         0.6163387	       -0.16530844	         8.7259459	         17.174823	         365.07529	         14.483903	         16.623775	         15.310789	         13.982711	         14.728879	        0.16912101	                 0	                 0	                 0	         412.00231	               -99	         0.4605974	           1.52786	        0.16912101	                 0	         0.4605974	                 0	                -0	                 0	         19.752474	         284.46737	         930.84026	         228.09193	         390.72237	         837.12206	        0.06828785	        0.66168252	         1341.3884	         1350.3972	         1964.9238	         19857.847	         2672.1191	          8804.904	         33299.802	                 0	                 0	        -31216.203	                 0	         -33301.16	         0.4605974	              27.4	         17.382641	         364.42711	         14.483903
	         23.983706	         414.90738	      0.0059691051	     -0.0056239593	         2.0039085	         16.485983	         367.17683	      -0.049838015	       0.097868113	         8.5718912	         14.425086	     -0.0056239593	      0.0059691051	      -0.029161982	         2.0039085	        0.58838591	        0.11275744	         8.5867001	         16.200855	           367.795	         14.431198	         17.514151	         15.274935	         13.949226	         14.664034	        0.15989137	                 0	                 0	                 0	         414.89294	               -99	        0.39427328	         1.1840779	        0.15989137	                 0	        0.39427328	                 0	                -0	                 0	         9.8105547	         212.15996	         1336.6207	         266.09711	         436.62256	         806.23772	     -0.0031845301	        0.31500427	         1783.1708	         1284.7721	          1943.847	         18731.227	         2718.6001	         9187.6608	         32581.351	                 0	                 0	        -31847.629	                 0	        -32583.077	        0.39427328	              27.6	         16.485983	         367.17683	         14.431198
	         26.664042	         417.79286	      0.0048868537	     -0.0054798172	         2.1116801	         15.266534	         369.79332	      -0.049872014	        0.25654345	         7.3126041	         14.426914	     -0.0054798172	      0.0048868537	      -0.025082718	         2.1116801	        0.47648955	        0.26629969	         7.3444901	         14.916441	         370.37719	         14.431501	         17.815154	         15.188072	         14.027041	         14.603867	        0.17776028	                 0	                 0	                 0	         417.77843	               -99	        0.27415124	        0.92333424	        0.17776028	                 0	        0.27415124	                 0	                -0	                -0	         3.2311631	         109.59369	         1606.2884	         259.10808	         506.42587	         751.92175	     -0.0023751956	       -0.10721362	          2116.205	         1120.3806	         1944.2164	         19246.138	         2729.3569	         9006.6687	         32926.458	                 0	                 0	        -33275.059	                 0	        -32926.907	        0.27415124	              27.8	         15.266534	         369.79332	         14.431501
	         62.931671	          420.6778	      0.0026869821	     -0.0049779802	         2.1895837	         13.774439	         372.26288	      -0.049765245	        -1.1642154	          5.007739	         14.375554	     -0.0049779802	      0.0026869821	      -0.016344109	         2.1895837	        0.29021083	        -1.1606662	          5.056338	         13.379669	         372.81769	         14.377561	         15.791641	         14.703141	         14.054504	          14.40387	        0.41954447	                 0	                 0	                 0	         420.66343	               -99	        0.16058319	         2.5114559	        0.41954447	                 0	        0.16058319	                 0	                -0	                -0	         1.2851629	         60.653943	         920.22959	         39.507739	         580.98695	         755.63797	       0.046325496	       -0.49940247	         1503.3265	         854.86215	         1925.4548	         35372.291	         2602.2051	         7472.4371	         47372.807	                 0	                 0	        -40921.048	                 0	        -47362.789	        0.16058319	                28	         13.774439	         372.26288	         14.377561
	         43.644886	         423.49123	      0.0010042494	     -0.0053881444	         2.2289271	         12.140117	         374.55228	      -0.049809572	        -3.4415523	         1.9261164	         13.665586	     -0.0053881444	      0.0010042494	     -0.0081939774	         2.2289271	        0.10672113	        -3.4412647	         1.9699749	         11.723299	         375.09154	         13.666254	         13.639535	         13.776904	         13.470821	         13.597819	        0.29096591	                 0	                 0	                 0	         423.47756	               -99	      0.0011454522	       -0.21341555	        0.29096591	                 0	      0.0011454522	                 0	                 0	                 0	         5.2321308	        0.66676881	         2.4043793	         4.0086544	         593.09485	         610.73838	       -0.19447223	      -0.091090915	          601.2203	         615.03537	         1653.1823	          38807.72	         2334.9541	         5730.3446	         48526.492	                 0	                 0	        -31676.064	                 0	        -48527.716	      0.0011454522	              28.2	         12.140117	         374.55228	         13.666254
	         40.128275	         426.18623	     -0.0017642568	     -0.0055522299	         2.2250335	         10.493878	         376.68572	      -0.049966556	       -0.68718446	        -1.5808291	          13.38105	     -0.0055522299	     -0.0017642568	    -5.9506548e-05	         2.2250335	       -0.15939819	       -0.68623181	         -1.518632	         10.078706	         377.22655	          13.38124	         13.757049	         13.782384	         13.377518	         13.201973	        0.26752183	                 0	                 0	                 0	         426.17285	               -99	       -0.23826542	        -1.3576196	        0.26752183	                 0	       -0.23826542	                 0	                -0	                 0	         73.745418	         10.951098	         108.12122	          212.2557	         638.38316	         447.17552	       -0.22065333	        0.28824706	          820.4349	         670.50641	         1550.4158	         24329.012	         2347.3414	         5878.0413	         34105.107	                 0	                 0	        -30896.301	                 0	        -34103.007	       -0.23826542	              28.4	         10.493878	         376.68572	          13.38124
	         37.333984	         428.83994	     -0.0033206057	     -0.0053192687	         2.1686209	         8.8901796	         378.80008	      -0.049363245	        -1.4364129	          -4.48796	         13.123719	     -0.0053192687	     -0.0033206057	      0.0094931603	         2.1686209	        -0.3774344	        -1.4302672	        -4.4577926	         8.5058664	         379.36362	         13.124438	         13.541386	           13.2581	         13.229346	         12.789029	        0.24889322	                 0	                 0	                 0	         428.82682	               -99	       -0.35351481	        -1.6871345	        0.24889322	                 0	       -0.35351481	                 0	                 0	                 0	         97.495891	         16.662986	         54.180524	           119.284	         686.55761	         404.58358	       0.059853447	        0.42482513	         838.34769	         540.75687	         1464.4572	         27245.602	         2269.7298	         5871.5161	         36851.397	                 0	                 0	        -30044.196	                 0	        -36849.688	       -0.35351481	              28.6	         8.8901796	         378.80008	         13.124438
	         32.335852	         431.44566	     -0.0042762362	     -0.0055995539	         2.0819647	          7.437365	         380.96398	      -0.049539655	       -0.24398007	        -5.9404425	         12.975801	     -0.0055995539	     -0.0042762362	       0.015149569	         2.0819647	       -0.47649677	       -0.23441024	        -5.9265873	         7.1031345	         381.55871	         12.977406	         13.633637	         13.910859	         13.155204	          12.59096	        0.21557235	                 0	                 0	                 0	         431.43268	               -99	       -0.42577532	        -1.2143559	        0.21557235	                 0	       -0.42577532	                 0	                 0	                 0	         130.01809	         13.649012	         170.66338	         502.91072	         672.45604	         364.34096	        0.29034689	        0.16841599	         973.53712	         881.05818	         1413.6099	         20269.821	          2347.528	         6597.5347	         30628.519	                 0	                 0	        -29184.731	                 0	        -30630.699	       -0.42577532	              28.8	          7.437365	         380.96398	         12.977406
